,nomes,idade,cidade,estado,cpf,cnpj,cpf_valido,cnpj_valido
339,Christian Flores,19,ABREU E LIMA,PE,28859771595,82758229347260,True,True
340,Stacy Combs,69,ACAUÃ,PI,70907181155,29666436255510,True,True
341,Michael Henry,25,ABATIÁ,PR,68047931962,34785965444383,True,True
342,Kevin Montgomery,73,ANGRA DOS REIS,RJ,98440335784,84952387553779,True,True
343,Ryan Ramsey,80,ACARI,RN,36534849607,76128729949290,True,True
344,Christine Newman,63,ALTA FLORESTA D'OESTE,RO,53703274832,40405077461643,True,True
345,Laura Brown,76,AMAJARI,RR,83455142001,47884741955898,True,True
346,Sarah Johnson,66,ACEGUÁ,RS,86212279594,26025023972987,True,True
347,Amy Bailey,66,ABDON BATISTA,SC,02182723676,42567072630932,True,True
348,Cody Campbell,32,AMPARO DE SÃO FRANCISCO,SE,65579559933,85555799635033,True,True
349,Evan Ellis,86,ADAMANTINA,SP,36999750963,35247799534404,True,True
350,Regina Graves,58,ABREULÂNDIA,TO,29990161402,47588637706635,True,True
351,Michelle Hernandez,88,ACRELÂNDIA,AC,67677015565,84379015162186,True,True
352,Andrew Cortez,84,ÁGUA BRANCA,AL,62679509056,34228493852644,True,True
353,Steven Allen,24,ALVARÃES,AM,17924883606,53717404990124,True,True
354,Julia Maxwell,24,SERRA DO NAVIO,AP,27717301547,73699236305161,True,True
355,Michael Lopez,76,ABAÍRA,BA,72760541100,94087887983756,True,True
356,Charles Meyer,64,ABAIARA,CE,96927586725,25739458309539,True,True
357,Chelsea Vega Dvm,64,BRASÍLIA,DF,96499533459,05881110531595,True,True
358,Jacob Bowen,82,AFONSO CLÁUDIO,ES,33348541590,41649908110124,True,True
359,Douglas Preston,66,ABADIA DE GOIÁS,GO,90402198182,38458603591471,True,True
360,Bradley Mckinney,82,AÇAILÂNDIA,MA,95427295534,28616146003524,True,True
361,Amy Davis,49,ABADIA DOS DOURADOS,MG,72647746273,23062316861443,True,True
362,Timothy Chavez,57,ÁGUA CLARA,MS,11540514048,49459030052974,True,True
363,Kathryn Hicks,21,ACORIZAL,MT,93685688120,71806989739950,True,True
364,Larry Sanchez,86,ABAETETUBA,PA,05638091599,61781985429805,True,True
365,Daniel Travis,53,ÁGUA BRANCA,PB,86696077359,89355236984146,True,True
366,Susan Hayes,47,ABREU E LIMA,PE,14326652195,65382033838362,True,True
367,Sherri Duncan,54,ACAUÃ,PI,18911447820,04947412787437,True,True
368,Robin Carr,79,ABATIÁ,PR,45975850525,07403882183590,True,True
369,Lisa Warren,60,ANGRA DOS REIS,RJ,42626649961,37956834308201,True,True
370,Thomas Garcia,44,ACARI,RN,92067671006,09651175990010,True,True
371,Travis Morton,78,ALTA FLORESTA D'OESTE,RO,40381383300,09722313523813,True,True
372,Carl Sparks,51,AMAJARI,RR,79800399712,00540190518317,True,True
373,Glenn Costa,40,ACEGUÁ,RS,33363061404,48108930271894,True,True
374,Bryce Wolfe,83,ABDON BATISTA,SC,00370098773,41528356172398,True,True
375,Martha Suarez,33,AMPARO DE SÃO FRANCISCO,SE,75501847396,18954966076294,True,True
376,Terry Romero,82,ADAMANTINA,SP,49071439909,28880490766341,True,True
377,Vincent Greene,55,ABREULÂNDIA,TO,52438843756,24691012949259,True,True
378,Mrs. Suzanne Peters,19,ACRELÂNDIA,AC,81433726181,29592536264459,True,True
379,Mark Spencer,30,ÁGUA BRANCA,AL,33980803325,88133999977213,True,True
380,Shannon White,51,ALVARÃES,AM,97953053799,10501073778472,True,True
381,Sandra Dunn Md,36,SERRA DO NAVIO,AP,41664652795,22302433350038,True,True
382,Michelle Davila,73,ABAÍRA,BA,88181875702,05422175472207,True,True
383,Lance Cowan,37,ABAIARA,CE,33412146404,73255692275027,True,True
384,Dana Miller,38,BRASÍLIA,DF,61922382353,01498827877805,True,True
385,Rebecca Levy,47,AFONSO CLÁUDIO,ES,63804841910,47204292806380,True,True
386,Christian Smith,71,ABADIA DE GOIÁS,GO,50603537456,63724552901801,True,True
387,Donald Lee,77,AÇAILÂNDIA,MA,06485649751,34399717654706,True,True
388,Hannah Rivera,90,ABADIA DOS DOURADOS,MG,88832867907,60217005106006,True,True
389,Teresa Brooks,67,ÁGUA CLARA,MS,55360312874,35045270438948,True,True
390,Mark Flores,29,ACORIZAL,MT,78269384062,09338933813851,True,True
391,Fernando Coleman,57,ABAETETUBA,PA,85110949700,27054527561009,True,True
392,Jonathan Dixon,54,ÁGUA BRANCA,PB,55123323414,16538645356480,True,True
393,Thomas Rivas,65,ABREU E LIMA,PE,42171481358,89442870142859,True,True
394,Renee Cooper,45,ACAUÃ,PI,35798071375,15669155341771,True,True
395,Steven Williams,24,ABATIÁ,PR,30539327506,84482082543001,True,True
396,Lauren Mitchell,61,ANGRA DOS REIS,RJ,15106991552,70716562318120,True,True
397,Jacqueline Simmons,30,ACARI,RN,99640449253,03192240876223,True,True
398,Samantha Mcclure,68,ALTA FLORESTA D'OESTE,RO,22413956417,89794949426790,True,True
399,Angela Rhodes,81,AMAJARI,RR,64246606669,48140877272880,True,True
400,Robert Lewis,46,ACEGUÁ,RS,67164049459,95171301007440,True,True
401,Elizabeth Thomas,76,ABDON BATISTA,SC,66577869995,29830418330167,True,True
402,William Mcintosh,26,AMPARO DE SÃO FRANCISCO,SE,67615576237,90051472141223,True,True
403,Marcia Alvarado,84,ADAMANTINA,SP,96256785657,57126773264974,True,True
404,Sydney Garcia,88,ABREULÂNDIA,TO,35374214195,87376458558609,True,True
405,Noah Wilson,56,ACRELÂNDIA,AC,36419139694,18356772948316,True,True
406,Austin Evans,29,ÁGUA BRANCA,AL,33898036960,34697716679724,True,True
407,Alexa Hill,45,ALVARÃES,AM,80819138665,20926314525270,True,True
408,Timothy Johnson,64,SERRA DO NAVIO,AP,47807853832,79776626183630,True,True
409,Janet Middleton,21,ABAÍRA,BA,52963075421,99902221825499,True,True
410,Vincent Torres,47,ABAIARA,CE,64069701362,29131527414020,True,True
411,Marie Ibarra,64,BRASÍLIA,DF,23489136314,45164300464051,True,True
412,Dale Lucas,65,AFONSO CLÁUDIO,ES,64127674954,38328359546630,True,True
413,William Carr,40,ABADIA DE GOIÁS,GO,31330835115,64864099329600,True,True
414,Ashley Howell,74,AÇAILÂNDIA,MA,05601380082,07766717623080,True,True
415,Sherry Duke,50,ABADIA DOS DOURADOS,MG,43182758926,47023030447084,True,True
416,Margaret Cline,58,ÁGUA CLARA,MS,60421281677,21161184276058,True,True
417,Donald Howell,45,ACORIZAL,MT,53150287715,56496777995331,True,True
418,Allen Nguyen,77,ABAETETUBA,PA,18259326469,49290900766960,True,True
419,Marcus Rogers,40,ÁGUA BRANCA,PB,51938901053,42868038236752,True,True
420,Scott Griffin,20,ABREU E LIMA,PE,40879196840,74442465309237,True,True
421,Rebecca Thomas,80,ACAUÃ,PI,82204691534,75714889042849,True,True
422,Lori Fitzpatrick,20,ABATIÁ,PR,26283035159,58887594967590,True,True
423,Daniel Roberts,56,ANGRA DOS REIS,RJ,73127637152,61306865643092,True,True
424,Richard Bauer,65,ACARI,RN,03667033664,92828683419555,True,True
425,Justin Perez,86,ALTA FLORESTA D'OESTE,RO,17972690464,02978363197758,True,True
426,Ashley James,86,AMAJARI,RR,22117371370,01876955173945,True,True
427,Mathew Edwards,52,ACEGUÁ,RS,06856590385,13154668749209,True,True
428,John Thomas,70,ABDON BATISTA,SC,50198279400,47825659637173,True,True
429,Destiny Stevens,90,AMPARO DE SÃO FRANCISCO,SE,96163939360,46015840814207,True,True
430,April Evans,73,ADAMANTINA,SP,04454824193,94767188414388,True,True
431,Randy Brown,59,ABREULÂNDIA,TO,30629349991,61455791572108,True,True
432,Michele Medina,23,ACRELÂNDIA,AC,84431177108,75224515148597,True,True
433,Jessica Flores,89,ÁGUA BRANCA,AL,73820900004,40794307501419,True,True
434,Cole Turner,66,ALVARÃES,AM,25032823937,82905815827151,True,True
435,Matthew Mathis,80,SERRA DO NAVIO,AP,33005514986,00377258719106,True,True
436,Alan Peters,80,ABAÍRA,BA,19220974703,33231384446623,True,True
437,John Anderson,82,ABAIARA,CE,59974050367,93972724326024,True,True
438,Samantha Thompson,54,BRASÍLIA,DF,47433776257,25740964705656,True,True
439,Mrs. Angela Hernandez,34,AFONSO CLÁUDIO,ES,96765479481,78156668003135,True,True
440,Ashley Lang,18,ABADIA DE GOIÁS,GO,52951423020,41042442998391,True,True
441,Brittany Jackson,47,AÇAILÂNDIA,MA,61850441294,51170982981177,True,True
442,Michael Jones,23,ABADIA DOS DOURADOS,MG,94853365516,11645960106462,True,True
443,Veronica Bell,60,ÁGUA CLARA,MS,38846731301,80647201662842,True,True
444,Nicholas Fry,24,ACORIZAL,MT,37079285437,11737639288689,True,True
445,Jody Lopez,40,ABAETETUBA,PA,89901315379,48345337984159,True,True
446,Jane Williams,81,ÁGUA BRANCA,PB,74229200099,80710230700916,True,True
447,Michael Martin,43,ABREU E LIMA,PE,51309900566,19059437584872,True,True
448,Olivia Gardner,68,ACAUÃ,PI,18624047200,63855516000995,True,True
449,Elizabeth Davis,82,ABATIÁ,PR,64851032528,25946702344364,True,True
450,Barbara Baker,52,ANGRA DOS REIS,RJ,41621000982,19641457989245,True,True
451,Randall Smith,28,ACARI,RN,95716035701,33185487806668,True,True
452,Justin Allen,57,ALTA FLORESTA D'OESTE,RO,43352944334,06928115981012,True,True
453,Edwin Smith,33,AMAJARI,RR,80300767200,29548027757450,True,True
454,Leslie Coleman,38,ACEGUÁ,RS,36358707302,15478432588578,True,True
455,Tina Jones,43,ABDON BATISTA,SC,82756263664,72191530677159,True,True
456,Mary Jordan,48,AMPARO DE SÃO FRANCISCO,SE,15080886676,78655190728915,True,True
457,Barbara Hernandez,83,ADAMANTINA,SP,41115795155,62865252695600,True,True
458,Travis Johnson,84,ABREULÂNDIA,TO,31190087022,87375485633898,True,True
459,Heidi Marshall,67,ACRELÂNDIA,AC,71654212202,75960525133720,True,True
460,Julie Stevenson,69,ÁGUA BRANCA,AL,55524157523,12557346522898,True,True
461,Dorothy Carroll,87,ALVARÃES,AM,25062801036,05600624548339,True,True
462,Colleen Daniels,77,SERRA DO NAVIO,AP,20824178084,64831655397809,True,True
463,Jonathan Friedman,57,ABAÍRA,BA,86767037877,88683175697010,True,True
464,Abigail Ford,43,ABAIARA,CE,94656832138,46926310829749,True,True
465,Deanna Moran Phd,71,BRASÍLIA,DF,36997799043,66026648769325,True,True
466,Meghan Parker,50,AFONSO CLÁUDIO,ES,17035334610,68249599986170,True,True
467,Jeremy Schultz,41,ABADIA DE GOIÁS,GO,88800037801,08517977322807,True,True
468,Benjamin Alvarez,87,AÇAILÂNDIA,MA,32433395372,79601739123960,True,True
469,Christina Dunn,69,ABADIA DOS DOURADOS,MG,10601357280,12901960745379,True,True
470,Destiny Neal,56,ÁGUA CLARA,MS,45542268404,98403624625251,True,True
471,Sara Roberts,71,ACORIZAL,MT,26305664803,72251244786348,True,True
472,Linda Dean,34,ABAETETUBA,PA,28901268540,02717007043040,True,True
473,Samuel Perez,35,ÁGUA BRANCA,PB,13146144956,85732590221023,True,True
474,Monique Henry,36,ABREU E LIMA,PE,49942146547,44818041785464,True,True
475,Brittany Mills,19,ACAUÃ,PI,25637040141,09012873256401,True,True
476,Zachary Torres,38,ABATIÁ,PR,50757560695,00007882948900,True,True
477,Martha Powers,76,ANGRA DOS REIS,RJ,87047446915,03302770175491,True,True
478,Timothy Soto,25,ACARI,RN,82635153604,60068453191262,True,True
479,Benjamin Smith,59,ALTA FLORESTA D'OESTE,RO,55242532475,87037014619966,True,True
480,Daniel Peters,64,AMAJARI,RR,80227333853,45289707536600,True,True
481,David Rivas Dds,80,ACEGUÁ,RS,16580590505,19990044945066,True,True
482,Christopher Alexander,89,ABDON BATISTA,SC,52403971472,77846965954470,True,True
483,Adrienne Hardy,58,AMPARO DE SÃO FRANCISCO,SE,10332291804,33391657244999,True,True
484,Dwayne Perkins,55,ADAMANTINA,SP,01007673702,15695855136991,True,True
485,Hannah Diaz,72,ABREULÂNDIA,TO,24735764089,47395786973457,True,True
486,Kyle Kirby,42,ACRELÂNDIA,AC,63645130853,21844620257978,True,True
487,Nathan Adkins,63,ÁGUA BRANCA,AL,70252844408,68376906385423,True,True
488,Rodney Fisher,50,ALVARÃES,AM,20643752609,14733927628853,True,True
489,Lisa Aguirre,88,SERRA DO NAVIO,AP,46066322249,19423450181586,True,True
490,Nicole Stephens,31,ABAÍRA,BA,52673520473,12769076724910,True,True
491,Lisa Costa,79,ABAIARA,CE,70134613180,51779501388530,True,True
492,David Mcgee,24,BRASÍLIA,DF,84659038246,96293813530829,True,True
493,Kimberly Parker,69,AFONSO CLÁUDIO,ES,60049838881,43583625746103,True,True
494,Kevin Chambers,35,ABADIA DE GOIÁS,GO,30199676941,39969811738431,True,True
495,Derrick Rodriguez,21,AÇAILÂNDIA,MA,51591270707,87199161925200,True,True
496,Cory Bray,78,ABADIA DOS DOURADOS,MG,86545570447,88204855602070,True,True
497,Carrie Hess,72,ÁGUA CLARA,MS,25938469767,09226737466729,True,True
498,Crystal Alvarado,52,ACORIZAL,MT,34249415651,08660611462031,True,True
499,Sabrina Hogan,50,ABAETETUBA,PA,89073005426,10721759270416,True,True
500,Dave Stewart,71,ÁGUA BRANCA,PB,10979443440,33797475224482,True,True
501,Laura King,80,ABREU E LIMA,PE,54586590319,41249888036298,True,True
502,Billy Mcdowell,60,ACAUÃ,PI,05948797872,94876663434118,True,True
503,James Phillips,69,ABATIÁ,PR,49197102830,18461304386710,True,True
504,Kristen Tucker,81,ANGRA DOS REIS,RJ,58382303471,49642101860928,True,True
505,Emily Morrison,25,ACARI,RN,11338848062,32099096965464,True,True
506,Michelle Mcbride,69,ALTA FLORESTA D'OESTE,RO,37717696045,48580207986900,True,True
507,Jacob Smith,71,AMAJARI,RR,96522132680,31964305422998,True,True
508,Mrs. Tammy Travis Dvm,43,ACEGUÁ,RS,77616620965,91272021853866,True,True
509,Jillian Wallace,32,ABDON BATISTA,SC,24525349867,83681261291448,True,True
510,Sandra Lewis,36,AMPARO DE SÃO FRANCISCO,SE,43451342693,70509838821208,True,True
511,Rhonda Mcmillan,37,ADAMANTINA,SP,21718664389,45848764988663,True,True
512,Laura Reeves,55,ABREULÂNDIA,TO,51219062693,55349093452480,True,True
513,Mary Tucker,90,ACRELÂNDIA,AC,33748887477,93320932902724,True,True
514,Dawn Taylor,49,ÁGUA BRANCA,AL,58672382536,45818409481822,True,True
515,Mark Miller,28,ALVARÃES,AM,49303485955,56963722634103,True,True
516,Melissa Rodriguez,40,SERRA DO NAVIO,AP,39820899648,65847220829626,True,True
517,Dylan Smith,39,ABAÍRA,BA,86533506757,88453728213024,True,True
518,Katherine Lopez,35,ABAIARA,CE,80248696750,04971184996781,True,True
519,Michael Jackson,75,BRASÍLIA,DF,80945023553,17047851203387,True,True
520,Sherry Moyer,28,AFONSO CLÁUDIO,ES,82451711159,00689549475915,True,True
521,Thomas Huang,21,ABADIA DE GOIÁS,GO,70820446157,35161325651158,True,True
522,Jeffrey Matthews,82,AÇAILÂNDIA,MA,42971451461,83816954031598,True,True
523,Shaun Rodriguez,42,ABADIA DOS DOURADOS,MG,72935084250,61732361605027,True,True
524,Timothy Johnson,53,ÁGUA CLARA,MS,00961032219,64767462403747,True,True
525,Susan Chambers,83,ACORIZAL,MT,78999480100,42080169415004,True,True
526,Dr. Dawn Garcia,66,ABAETETUBA,PA,05734959472,28275990028361,True,True
527,Lisa Sanchez,54,ÁGUA BRANCA,PB,24308024145,73643420035460,True,True
528,Daniel Smith,79,ABREU E LIMA,PE,16698919330,70719875467218,True,True
529,Rodney Mccarthy,59,ACAUÃ,PI,62253600504,48237004082170,True,True
530,Curtis Martinez,85,ABATIÁ,PR,61944391819,56647995308349,True,True
531,Barbara Williams,75,ANGRA DOS REIS,RJ,01925713113,17666895111601,True,True
532,Melissa Williams,62,ACARI,RN,03383559602,75628389820935,True,True
533,Ian Floyd,42,ALTA FLORESTA D'OESTE,RO,66751449011,51086427278983,True,True
534,Carol Lawrence,35,AMAJARI,RR,64895195503,48746721299703,True,True
535,Sandra Davis,22,ACEGUÁ,RS,50448111810,02457202246868,True,True
536,Noah Harper,82,ABDON BATISTA,SC,35791241291,78259502381505,True,True
537,Steven Patterson,77,AMPARO DE SÃO FRANCISCO,SE,77917680207,26714466300375,True,True
538,Alyssa Chapman,81,ADAMANTINA,SP,58039385482,36460956618605,True,True
539,Alison Murray,68,ABREULÂNDIA,TO,35977559925,39544938547654,True,True
540,Krystal Wiggins,48,ACRELÂNDIA,AC,16054007939,07446064370099,True,True
541,Dana Mcclure,61,ÁGUA BRANCA,AL,55190402576,60872369888222,True,True
542,Sara Smith,45,ALVARÃES,AM,83587532419,59653490983783,True,True
543,Alexis Davis,38,SERRA DO NAVIO,AP,87110254097,69171111380300,True,True
544,Matthew Taylor,38,ABAÍRA,BA,80316968889,79905435943447,True,True
545,Sharon Baird,67,ABAIARA,CE,48001761070,12850380620432,True,True
546,Katie Ruiz,25,BRASÍLIA,DF,12114204774,01945309560767,True,True
547,Christine Brady,31,AFONSO CLÁUDIO,ES,76214005289,19762112985686,True,True
548,Charles Hart,62,ABADIA DE GOIÁS,GO,86607147097,00959959514268,True,True
549,Brian Miller,45,AÇAILÂNDIA,MA,88325526807,72137181320876,True,True
550,Katherine Leon,22,ABADIA DOS DOURADOS,MG,75335804190,15401153950981,True,True
551,Jeffrey Sutton,22,ÁGUA CLARA,MS,48515386690,31834078253343,True,True
552,Jessica Harrell,37,ACORIZAL,MT,99421998294,69080793843612,True,True
553,Victor Dixon,76,ABAETETUBA,PA,90277515360,01678930551206,True,True
554,Cindy Smith,30,ÁGUA BRANCA,PB,85626720928,57923492713682,True,True
555,Rebecca Morales,62,ABREU E LIMA,PE,76010462061,91146805364308,True,True
556,Robert Wolf,55,ACAUÃ,PI,66167875839,28009220976500,True,True
557,Amy Johnson,45,ABATIÁ,PR,56425813415,86237736043684,True,True
558,Jill Williams,82,ANGRA DOS REIS,RJ,52992877719,48001332890716,True,True
559,Rita Hill,22,ACARI,RN,45830619512,50592760334907,True,True
560,Carl Huynh,33,ALTA FLORESTA D'OESTE,RO,13968662059,71053603899402,True,True
561,Bryan Rivas,47,AMAJARI,RR,05579387911,10087571776124,True,True
562,Brenda Dennis,63,ACEGUÁ,RS,94732191487,00415186709009,True,True
563,Joshua Long,70,ABDON BATISTA,SC,43078111431,84977301666966,True,True
564,Lisa Jones,73,AMPARO DE SÃO FRANCISCO,SE,80709093829,42366888822058,True,True
565,Robert Graham,79,ADAMANTINA,SP,96854323681,06902961338888,True,True
566,Margaret Chavez,49,ABREULÂNDIA,TO,43473582026,28885179739070,True,True
567,Steven Smith,89,ACRELÂNDIA,AC,99358566230,36771917784626,True,True
568,Amy Morris,87,ÁGUA BRANCA,AL,43058597185,31009541789239,True,True
569,Joseph Jackson,31,ALVARÃES,AM,36333552941,17684287109986,True,True
570,Eric Kelley,30,SERRA DO NAVIO,AP,87502305149,50460190283132,True,True
571,Alexis Harrison,82,ABAÍRA,BA,10746951272,66882688780852,True,True
572,Jessica Crawford,63,ABAIARA,CE,02644882966,32747131455805,True,True
573,John Kim,69,BRASÍLIA,DF,65597302477,74176019503202,True,True
574,David Gross,30,AFONSO CLÁUDIO,ES,62215422351,87116869580750,True,True
575,Shannon Chapman,42,ABADIA DE GOIÁS,GO,80976984806,34638668764644,True,True
576,Casey Callahan,78,AÇAILÂNDIA,MA,41408669269,87608382774130,True,True
577,Charles Adams,64,ABADIA DOS DOURADOS,MG,37954136485,60534079859848,True,True
578,Amy Robinson,29,ÁGUA CLARA,MS,85291073497,71043940157277,True,True
579,Tracy Mason,53,ACORIZAL,MT,21770505610,56197835985878,True,True
580,Monica Taylor,61,ABAETETUBA,PA,59168318200,29389738754918,True,True
581,Joseph Griffin,57,ÁGUA BRANCA,PB,19568993592,39521328122111,True,True
582,John Long,78,ABREU E LIMA,PE,76180249601,29736949742973,True,True
583,Marie Rodriguez,77,ACAUÃ,PI,16746913350,54989518292669,True,True
584,Sean Martinez,24,ABATIÁ,PR,17130447141,53549803713804,True,True
585,Sara Terry,31,ANGRA DOS REIS,RJ,35760014412,78289259168297,True,True
586,Isaac Rangel,47,ACARI,RN,57520073807,69330124282790,True,True
587,Joel Hebert,68,ALTA FLORESTA D'OESTE,RO,29416012874,35562571176804,True,True
588,Samuel Gomez,64,AMAJARI,RR,32397760223,58342865210005,True,True
589,Brenda Allen,55,ACEGUÁ,RS,07983669585,74872692256247,True,True
590,Nancy Velazquez,50,ABDON BATISTA,SC,02664681109,61965661649002,True,True
591,Jacqueline Hebert,57,AMPARO DE SÃO FRANCISCO,SE,96347592118,44622164334334,True,True
592,Mr. David Robinson Ii,68,ADAMANTINA,SP,85792281408,90966207104230,True,True
593,Joseph Wilcox,76,ABREULÂNDIA,TO,67365387009,18979080808581,True,True
594,Gary Waller,61,ACRELÂNDIA,AC,03912890714,36377125766266,True,True
595,Charlene Rhodes,59,ÁGUA BRANCA,AL,37765934155,74672698435019,True,True
596,Erica Hughes,36,ALVARÃES,AM,34854147199,75920063658861,True,True
597,Antonio Frye,18,SERRA DO NAVIO,AP,76543001828,57852434729285,True,True
598,Marissa York,48,ABAÍRA,BA,22987798563,17457291282964,True,True
599,Brian Butler,28,ABAIARA,CE,57639953413,08336192334836,True,True
600,Elizabeth Ramos,41,BRASÍLIA,DF,74911959118,27416454202155,True,True
601,Jeffrey Pierce,46,AFONSO CLÁUDIO,ES,04912997102,65767773349383,True,True
602,Timothy Shelton,36,ABADIA DE GOIÁS,GO,41916632165,28022851020422,True,True
603,Andres Terrell,80,AÇAILÂNDIA,MA,31137155043,76803966318994,True,True
604,Thomas Perkins,32,ABADIA DOS DOURADOS,MG,35062855993,92755708196482,True,True
605,Casey Williamson,43,ÁGUA CLARA,MS,72562788966,43415821796192,True,True
606,Gregory Williams,76,ACORIZAL,MT,42683072651,42738166795500,True,True
607,William Ferguson,45,ABAETETUBA,PA,16777522204,26485992107063,True,True
608,Antonio Perez,64,ÁGUA BRANCA,PB,20461652846,79868662699000,True,True
609,Frederick Raymond,66,ABREU E LIMA,PE,39631191109,04199875038600,True,True
610,Christopher Carpenter,40,ACAUÃ,PI,97300381987,02084531189319,True,True
611,Joseph Sawyer,28,ABATIÁ,PR,85613857318,43502890657524,True,True
